"□ 신고취소, 해제, 변경 등 신고정보의 실시간 반영으로 시간대별 제공되는 정보의 내용이 상이할 수 있으니 이용시 참고하시기 바랍니다."
"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으며, 참고용으로만 활용하시기 바랍니다."
"□ 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항이 있을시 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"일자 : 20180301 ~ 20180331"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"경기도 가평군 가평읍 달전리","281","0281","0000","세대넥스빌","58.95","201803","21~31","10,400","9","1996","달전로"
"경기도 가평군 가평읍 대곡리","360","0360","0000","우림필유 1단지","59.959","201803","11~20","21,700","4","2006","문화로"
"경기도 가평군 가평읍 읍내리","681-3","0681","0003","형진타워","59.94","201803","1~10","8,800","4","1991","가화로"
"경기도 가평군 가평읍 읍내리","681-3","0681","0003","형진타워","59.94","201803","1~10","10,000","8","1991","가화로"
"경기도 가평군 설악면 선촌리","663","0663","0000","북한강코아루","59.98","201803","1~10","22,000","14","2014","자잠로"
"경기도 가평군 설악면 선촌리","663","0663","0000","북한강코아루","84.65","201803","21~31","26,000","12","2014","자잠로"
"경기도 가평군 청평면 청평리","470-37","0470","0037","청구","84.84","201803","11~20","15,100","5","1998","경춘로"
"경기도 가평군 청평면 청평리","470-37","0470","0037","청구","59.83","201803","21~31","12,700","17","1998","경춘로"
"경기도 가평군 청평면 청평리","76-20","0076","0020","청일덱스빌(2동)","84.92","201803","1~10","13,000","1","2004","강변나루로"
"경기도 가평군 청평면 청평리","837","0837","0000","청평삼성쉐르빌","84.68","201803","21~31","23,000","13","2012","강변나루로"
"경기도 가평군 청평면 청평리","837","0837","0000","청평삼성쉐르빌","69.76","201803","21~31","19,500","5","2012","강변나루로"
"경기도 가평군 청평면 청평리","472","0472","0000","청평세양청마루","84.99","201803","1~10","18,800","11","2007","경춘로"
"경기도 가평군 청평면 청평리","472","0472","0000","청평세양청마루","84.99","201803","21~31","18,900","12","2007","경춘로"
"경기도 고양덕양구 고양동","454","0454","0000","고양동우방유쉘아파트","84.93","201803","11~20","25,350","9","2007","읍내로"
"경기도 고양덕양구 고양동","454","0454","0000","고양동우방유쉘아파트","59.99","201803","11~20","22,000","5","2007","읍내로"
"경기도 고양덕양구 고양동","454","0454","0000","고양동우방유쉘아파트","84.93","201803","21~31","24,800","15","2007","읍내로"
"경기도 고양덕양구 고양동","735","0735","0000","푸른마을1단지","84.921","201803","1~10","26,300","19","2008","푸른마을로"
"경기도 고양덕양구 고양동","735","0735","0000","푸른마을1단지","84.921","201803","1~10","27,000","25","2008","푸른마을로"
"경기도 고양덕양구 고양동","735","0735","0000","푸른마을1단지","84.921","201803","1~10","26,000","16","2008","푸른마을로"
"경기도 고양덕양구 고양동","735","0735","0000","푸른마을1단지","59.176","201803","11~20","23,300","6","2008","푸른마을로"
"경기도 고양덕양구 고양동","735","0735","0000","푸른마을1단지","84.921","201803","11~20","27,000","18","2008","푸른마을로"
"경기도 고양덕양구 고양동","735","0735","0000","푸른마을1단지","59.176","201803","21~31","23,000","17","2008","푸른마을로"
"경기도 고양덕양구 고양동","720","0720","0000","푸른마을2단지","114.75","201803","11~20","27,450","9","2004","푸른마을로"
"경기도 고양덕양구 고양동","719","0719","0000","푸른마을3단지","84.89","201803","1~10","23,200","11","2004","푸른마을로"
"경기도 고양덕양구 고양동","719","0719","0000","푸른마을3단지","59.98","201803","1~10","19,500","3","2004","푸른마을로"
"경기도 고양덕양구 고양동","719","0719","0000","푸른마을3단지","59.98","201803","21~31","19,500","3","2004","푸른마을로"
"경기도 고양덕양구 고양동","734","0734","0000","푸른마을4단지","92.978","201803","11~20","27,700","5","2008","푸른마을로"
"경기도 고양덕양구 고양동","730","0730","0000","푸른마을5단지","84.8265","201803","11~20","24,000","17","2007","푸른마을로"
"경기도 고양덕양구 고양동","730","0730","0000","푸른마을5단지","59.9768","201803","11~20","21,800","3","2007","푸른마을로"
"경기도 고양덕양구 고양동","730","0730","0000","푸른마을5단지","84.8265","201803","21~31","24,100","18","2007","푸른마을로"
"경기도 고양덕양구 고양동","724","0724","0000","푸른마을6단지","59.9768","201803","1~10","21,200","9","2007","푸른마을로"
"경기도 고양덕양구 고양동","724","0724","0000","푸른마을6단지","59.9768","201803","1~10","20,000","4","2007","푸른마을로"
"경기도 고양덕양구 고양동","724","0724","0000","푸른마을6단지","84.8265","201803","1~10","23,800","12","2007","푸른마을로"
"경기도 고양덕양구 고양동","724","0724","0000","푸른마을6단지","84.8265","201803","11~20","24,000","8","2007","푸른마을로"
"경기도 고양덕양구 고양동","724","0724","0000","푸른마을6단지","59.9768","201803","11~20","21,400","9","2007","푸른마을로"
"경기도 고양덕양구 고양동","724","0724","0000","푸른마을6단지","84.8265","201803","21~31","24,500","5","2007","푸른마을로"
"경기도 고양덕양구 고양동","240-6","0240","0006","현대1","59.36","201803","1~10","17,000","3","1997","읍내로"
"경기도 고양덕양구 고양동","240-6","0240","0006","현대1","84.36","201803","11~20","21,900","14","1997","읍내로"
"경기도 고양덕양구 고양동","255","0255","0000","현대2","59.945","201803","21~31","17,400","17","1997","읍내로"
"경기도 고양덕양구 관산동","1015","1015","0000","더퍼스트프라임","59.826","201803","1~10","21,300","10","2014","통일로"
"경기도 고양덕양구 관산동","178-57","0178","0057","새서울","45.72","201803","1~10","10,500","2","1983","통일로754번길"
"경기도 고양덕양구 관산동","178-57","0178","0057","새서울","45.72","201803","1~10","10,100","3","1983","통일로754번길"
"경기도 고양덕양구 관산동","178-57","0178","0057","새서울","42.84","201803","21~31","10,000","5","1983","통일로754번길"
"경기도 고양덕양구 관산동","981","0981","0000","신성","59.52","201803","21~31","19,000","14","1998","통일로"
"경기도 고양덕양구 관산동","981","0981","0000","신성","59.52","201803","21~31","20,000","5","1998","통일로"
"경기도 고양덕양구 관산동","126","0126","0000","유승(126)","115.11","201803","1~10","28,000","24","2000","통일로742번길"
"경기도 고양덕양구 관산동","996","0996","0000","주공그린빌","84.51","201803","1~10","28,000","17","2003","통일로802번길"
"경기도 고양덕양구 관산동","996","0996","0000","주공그린빌","84.71","201803","1~10","28,000","12","2003","통일로802번길"
"경기도 고양덕양구 관산동","996","0996","0000","주공그린빌","84.8","201803","1~10","28,300","11","2003","통일로802번길"
"경기도 고양덕양구 관산동","996","0996","0000","주공그린빌","84.8","201803","1~10","28,100","10","2003","통일로802번길"
"경기도 고양덕양구 관산동","996","0996","0000","주공그린빌","59.92","201803","11~20","22,800","12","2003","통일로802번길"
"경기도 고양덕양구 관산동","996","0996","0000","주공그린빌","59.92","201803","21~31","22,250","5","2003","통일로802번길"
"경기도 고양덕양구 관산동","996","0996","0000","주공그린빌","59.92","201803","21~31","23,000","17","2003","통일로802번길"
"경기도 고양덕양구 관산동","996","0996","0000","주공그린빌","84.8","201803","21~31","27,800","10","2003","통일로802번길"
"경기도 고양덕양구 관산동","996","0996","0000","주공그린빌","84.8","201803","21~31","26,000","2","2003","통일로802번길"
"경기도 고양덕양구 관산동","996","0996","0000","주공그린빌","84.8","201803","21~31","27,900","5","2003","통일로802번길"
"경기도 고양덕양구 관산동","151","0151","0000","허스(151)","44.46","201803","11~20","8,400","4","1987","통일로742번길"
"경기도 고양덕양구 관산동","151","0151","0000","허스(151)","44.46","201803","21~31","8,500","1","1987","통일로742번길"
"경기도 고양덕양구 관산동","151-3","0151","0003","허스(151-3)","52.56","201803","11~20","9,500","1","1987","통일로742번길"
"경기도 고양덕양구 관산동","151-3","0151","0003","허스(151-3)","52.56","201803","11~20","10,200","4","1987","통일로742번길"
"경기도 고양덕양구 도내동","983","0983","0000","엘에이치원흥도래울마을2단지","84.93","201803","1~10","40,500","15","2014","도래울로"
"경기도 고양덕양구 도내동","983","0983","0000","엘에이치원흥도래울마을2단지","74.98","201803","1~10","37,900","10","2014","도래울로"
"경기도 고양덕양구 도내동","983","0983","0000","엘에이치원흥도래울마을2단지","84.93","201803","11~20","40,900","8","2014","도래울로"
"경기도 고양덕양구 도내동","983","0983","0000","엘에이치원흥도래울마을2단지","74.98","201803","11~20","37,800","14","2014","도래울로"
"경기도 고양덕양구 도내동","983","0983","0000","엘에이치원흥도래울마을2단지","74.98","201803","11~20","38,000","14","2014","도래울로"
"경기도 고양덕양구 도내동","983","0983","0000","엘에이치원흥도래울마을2단지","84.79","201803","11~20","40,400","9","2014","도래울로"
"경기도 고양덕양구 도내동","983","0983","0000","엘에이치원흥도래울마을2단지","84.98","201803","21~31","40,300","10","2014","도래울로"
"경기도 고양덕양구 도내동","983","0983","0000","엘에이치원흥도래울마을2단지","74.98","201803","21~31","38,200","18","2014","도래울로"
"경기도 고양덕양구 도내동","1011","1011","0000","엘에이치원흥도래울마을4단지","59.78","201803","11~20","35,300","14","2013","도래울3로"
"경기도 고양덕양구 도내동","1011","1011","0000","엘에이치원흥도래울마을4단지","59.74","201803","11~20","33,500","2","2013","도래울3로"
"경기도 고양덕양구 도내동","1011","1011","0000","엘에이치원흥도래울마을4단지","59.85","201803","11~20","34,000","10","2013","도래울3로"
"경기도 고양덕양구 도내동","1011","1011","0000","엘에이치원흥도래울마을4단지","59.98","201803","11~20","34,430","10","2013","도래울3로"
"경기도 고양덕양구 도내동","1011","1011","0000","엘에이치원흥도래울마을4단지","59.85","201803","11~20","33,400","3","2013","도래울3로"
"경기도 고양덕양구 도내동","1103","1103","0000","엘에이치원흥도래울마을6단지","74.96","201803","1~10","37,000","8","2013","도래울로"
"경기도 고양덕양구 도내동","1103","1103","0000","엘에이치원흥도래울마을6단지","74.96","201803","1~10","37,500","16","2013","도래울로"
"경기도 고양덕양구 도내동","1103","1103","0000","엘에이치원흥도래울마을6단지","74.97","201803","1~10","38,000","6","2013","도래울로"
"경기도 고양덕양구 도내동","1103","1103","0000","엘에이치원흥도래울마을6단지","74.97","201803","1~10","37,500","13","2013","도래울로"
"경기도 고양덕양구 도내동","1103","1103","0000","엘에이치원흥도래울마을6단지","84.38","201803","1~10","42,000","8","2013","도래울로"
"경기도 고양덕양구 도내동","1103","1103","0000","엘에이치원흥도래울마을6단지","74.96","201803","1~10","37,600","10","2013","도래울로"
"경기도 고양덕양구 도내동","1103","1103","0000","엘에이치원흥도래울마을6단지","84.88","201803","1~10","40,450","14","2013","도래울로"
"경기도 고양덕양구 도내동","1103","1103","0000","엘에이치원흥도래울마을6단지","74.97","201803","1~10","37,800","12","2013","도래울로"
"경기도 고양덕양구 도내동","1103","1103","0000","엘에이치원흥도래울마을6단지","84.38","201803","11~20","41,000","14","2013","도래울로"
"경기도 고양덕양구 도내동","1103","1103","0000","엘에이치원흥도래울마을6단지","74.97","201803","11~20","37,000","6","2013","도래울로"
"경기도 고양덕양구 도내동","1103","1103","0000","엘에이치원흥도래울마을6단지","84.38","201803","11~20","36,000","5","2013","도래울로"
"경기도 고양덕양구 도내동","1103","1103","0000","엘에이치원흥도래울마을6단지","84.97","201803","21~31","41,000","11","2013","도래울로"
"경기도 고양덕양구 동산동","344","0344","0000","A21블럭 동산마을 호반베르디움","84.954","201803","21~31","49,500","21","2012","동산2로"
"경기도 고양덕양구 동산동","365","0365","0000","동산마을22단지호반베르디움","84.9905","201803","1~10","54,800","18","2012","세솔로"
"경기도 고양덕양구 동산동","365","0365","0000","동산마을22단지호반베르디움","84.9397","201803","1~10","51,700","21","2012","세솔로"
"경기도 고양덕양구 동산동","365","0365","0000","동산마을22단지호반베르디움","84.954","201803","1~10","54,600","10","2012","세솔로"
"경기도 고양덕양구 동산동","365","0365","0000","동산마을22단지호반베르디움","84.9397","201803","11~20","51,400","7","2012","세솔로"
"경기도 고양덕양구 삼송동","331","0331","0000","삼송 스타클래스","84.97","201803","1~10","51,100","10","2014","덕수천1로"
"경기도 고양덕양구 삼송동","331","0331","0000","삼송 스타클래스","101.51","201803","1~10","57,000","7","2014","덕수천1로"
"경기도 고양덕양구 삼송동","331","0331","0000","삼송 스타클래스","99.82","201803","11~20","58,000","22","2014","덕수천1로"
"경기도 고양덕양구 삼송동","311","0311","0000","삼송2차아이파크","74.988","201803","1~10","54,400","17","2015","세솔로"
"경기도 고양덕양구 삼송동","311","0311","0000","삼송2차아이파크","74.988","201803","1~10","55,000","6","2015","세솔로"
"경기도 고양덕양구 삼송동","311","0311","0000","삼송2차아이파크","74.988","201803","1~10","53,800","5","2015","세솔로"
"경기도 고양덕양구 삼송동","311","0311","0000","삼송2차아이파크","74.988","201803","1~10","52,800","9","2015","세솔로"
"경기도 고양덕양구 삼송동","311","0311","0000","삼송2차아이파크","84.739","201803","1~10","59,800","18","2015","세솔로"
"경기도 고양덕양구 삼송동","311","0311","0000","삼송2차아이파크","84.739","201803","1~10","58,300","26","2015","세솔로"
"경기도 고양덕양구 삼송동","311","0311","0000","삼송2차아이파크","84.739","201803","1~10","59,500","19","2015","세솔로"
"경기도 고양덕양구 삼송동","311","0311","0000","삼송2차아이파크","84.739","201803","1~10","60,500","21","2015","세솔로"
"경기도 고양덕양구 삼송동","311","0311","0000","삼송2차아이파크","74.988","201803","11~20","55,500","13","2015","세솔로"
"경기도 고양덕양구 삼송동","311","0311","0000","삼송2차아이파크","84.739","201803","11~20","57,300","6","2015","세솔로"
"경기도 고양덕양구 삼송동","311","0311","0000","삼송2차아이파크","84.739","201803","11~20","58,700","14","2015","세솔로"
"경기도 고양덕양구 삼송동","311","0311","0000","삼송2차아이파크","84.739","201803","11~20","57,800","20","2015","세솔로"
"경기도 고양덕양구 삼송동","311","0311","0000","삼송2차아이파크","84.739","201803","21~31","57,800","9","2015","세솔로"
"경기도 고양덕양구 성사동","415","0415","0000","개나리","48.33","201803","1~10","16,300","2","1987","충장로475번길"
"경기도 고양덕양구 성사동","415","0415","0000","개나리","46.44","201803","11~20","15,000","5","1987","충장로475번길"
"경기도 고양덕양구 성사동","404-7","0404","0007","미도(404-7)","49.95","201803","1~10","15,800","2","1986","마상로"
"경기도 고양덕양구 성사동","404-7","0404","0007","미도(404-7)","43.56","201803","1~10","12,000","5","1986","마상로"
"경기도 고양덕양구 성사동","404-7","0404","0007","미도(404-7)","43.56","201803","11~20","14,000","3","1986","마상로"
"경기도 고양덕양구 성사동","404-8","0404","0008","미도(404-8)","49.95","201803","11~20","15,800","3","1986","충장로475번길"
"경기도 고양덕양구 성사동","422-2","0422","0002","미도(422-2)","42.03","201803","1~10","14,000","4","1987","마상로"
"경기도 고양덕양구 성사동","422-3","0422","0003","미도(422-3)","49.32","201803","1~10","14,000","1","1988","마상로"
"경기도 고양덕양구 성사동","422-3","0422","0003","미도(422-3)","42.03","201803","11~20","13,900","4","1988","마상로"
"경기도 고양덕양구 성사동","422-3","0422","0003","미도(422-3)","49.32","201803","21~31","15,470","3","1988","마상로"
"경기도 고양덕양구 성사동","860","0860","0000","삼성래미안","132.5","201803","1~10","51,000","22","2009","호국로"
"경기도 고양덕양구 성사동","860","0860","0000","삼성래미안","132.5","201803","1~10","48,800","6","2009","호국로"
"경기도 고양덕양구 성사동","860","0860","0000","삼성래미안","117.99","201803","1~10","46,000","17","2009","호국로"
"경기도 고양덕양구 성사동","860","0860","0000","삼성래미안","151.16","201803","1~10","46,700","2","2009","호국로"
"경기도 고양덕양구 성사동","860","0860","0000","삼성래미안","84.99","201803","1~10","39,500","9","2009","호국로"
"경기도 고양덕양구 성사동","860","0860","0000","삼성래미안","84.99","201803","11~20","37,000","4","2009","호국로"
"경기도 고양덕양구 성사동","860","0860","0000","삼성래미안","117.99","201803","11~20","46,000","16","2009","호국로"
"경기도 고양덕양구 성사동","860","0860","0000","삼성래미안","84.99","201803","11~20","38,000","22","2009","호국로"
"경기도 고양덕양구 성사동","860","0860","0000","삼성래미안","84.99","201803","11~20","38,500","5","2009","호국로"
"경기도 고양덕양구 성사동","860","0860","0000","삼성래미안","84.99","201803","21~31","37,000","1","2009","호국로"
"경기도 고양덕양구 성사동","860","0860","0000","삼성래미안","84.99","201803","21~31","41,700","8","2009","호국로"
"경기도 고양덕양구 성사동","494-5","0494","0005","삼화(494-5)","52.11","201803","1~10","12,900","5","1988","마상로"
"경기도 고양덕양구 성사동","494-5","0494","0005","삼화(494-5)","46.89","201803","1~10","10,800","5","1988","마상로"
"경기도 고양덕양구 성사동","405-8","0405","0008","수정(405-8)","51.03","201803","11~20","16,000","4","1986","고양대로1407번길"
"경기도 고양덕양구 성사동","719","0719","0000","신원당(동문)","63.405","201803","1~10","24,500","4","1992","고양대로1384번길"
"경기도 고양덕양구 성사동","726","0726","0000","신원당(삼보)","114.33","201803","21~31","35,000","8","1992","호국로742번길"
"경기도 고양덕양구 성사동","731","0731","0000","신원당(태영)","84.88","201803","1~10","29,200","10","1993","호국로742번길"
"경기도 고양덕양구 성사동","723","0723","0000","신원당(태영)2","59.04","201803","1~10","23,000","7","1993","고양대로1384번길"
"경기도 고양덕양구 성사동","723","0723","0000","신원당(태영)2","59.04","201803","1~10","22,900","6","1993","고양대로1384번길"
"경기도 고양덕양구 성사동","723","0723","0000","신원당(태영)2","59.04","201803","1~10","22,900","7","1993","고양대로1384번길"
"경기도 고양덕양구 성사동","725","0725","0000","신원당마을","32.7","201803","1~10","14,100","1","1993","고양대로1384번길"
"경기도 고양덕양구 성사동","725","0725","0000","신원당마을","32.76","201803","1~10","15,900","9","1993","고양대로1384번길"
"경기도 고양덕양구 성사동","725","0725","0000","신원당마을","49.59","201803","1~10","19,750","1","1993","고양대로1384번길"
"경기도 고양덕양구 성사동","725","0725","0000","신원당마을","32.76","201803","21~31","15,700","8","1993","고양대로1384번길"
"경기도 고양덕양구 성사동","869","0869","0000","원당대림e-편한세상","59.702","201803","1~10","32,500","13","2009","호국로"
"경기도 고양덕양구 성사동","869","0869","0000","원당대림e-편한세상","84.656","201803","1~10","38,950","14","2009","호국로"
"경기도 고양덕양구 성사동","869","0869","0000","원당대림e-편한세상","84.656","201803","11~20","38,000","19","2009","호국로"
"경기도 고양덕양구 성사동","869","0869","0000","원당대림e-편한세상","141.556","201803","11~20","49,000","19","2009","호국로"
"경기도 고양덕양구 성사동","869","0869","0000","원당대림e-편한세상","59.702","201803","11~20","32,300","12","2009","호국로"
"경기도 고양덕양구 성사동","869","0869","0000","원당대림e-편한세상","84.656","201803","11~20","38,700","25","2009","호국로"
"경기도 고양덕양구 성사동","869","0869","0000","원당대림e-편한세상","141.556","201803","11~20","47,000","12","2009","호국로"
"경기도 고양덕양구 성사동","869","0869","0000","원당대림e-편한세상","84.656","201803","11~20","39,000","18","2009","호국로"
"경기도 고양덕양구 성사동","869","0869","0000","원당대림e-편한세상","125.291","201803","11~20","45,000","14","2009","호국로"
"경기도 고양덕양구 성사동","869","0869","0000","원당대림e-편한세상","84.656","201803","21~31","39,200","13","2009","호국로"
"경기도 고양덕양구 성사동","488-56","0488","0056","임창(488-56)","43.02","201803","1~10","13,000","1","1988","마상로"
"경기도 고양덕양구 성사동","496-5","0496","0005","장미(496-5)","59.94","201803","1~10","16,500","3","1985","마상로153번길"
"경기도 고양덕양구 신원동","595","0595","0000","고양삼송동일스위트파크뷰7(1차)","66.0346","201803","21~31","31,800","16","2017","신원2로"
"경기도 고양덕양구 신원동","653","0653","0000","삼송힐스테이트","84.77","201803","21~31","43,000","3","2013","신원로"
"경기도 고양덕양구 신원동","653","0653","0000","삼송힐스테이트","84.9","201803","21~31","45,400","13","2013","신원로"
"경기도 고양덕양구 신원동","609","0609","0000","신원마을 1단지 우남퍼스트빌","64.9773","201803","1~10","37,900","25","2015","통일로"
"경기도 고양덕양구 신원동","609","0609","0000","신원마을 1단지 우남퍼스트빌","74.6681","201803","1~10","42,500","6","2015","통일로"
"경기도 고양덕양구 신원동","609","0609","0000","신원마을 1단지 우남퍼스트빌","84.7815","201803","1~10","44,000","12","2015","통일로"
"경기도 고양덕양구 신원동","609","0609","0000","신원마을 1단지 우남퍼스트빌","64.9773","201803","11~20","38,500","18","2015","통일로"
"경기도 고양덕양구 신원동","609","0609","0000","신원마을 1단지 우남퍼스트빌","64.9773","201803","21~31","37,000","4","2015","통일로"
"경기도 고양덕양구 신원동","113","0113","0000","신원마을고양삼송아이파크","116.22","201803","1~10","53,500","14","2012","신원3로"
"경기도 고양덕양구 원흥동","670","0670","0000","계룡리슈빌","84.9984","201803","1~10","50,800","23","2012","동세로"
"경기도 고양덕양구 원흥동","670","0670","0000","계룡리슈빌","75.426","201803","1~10","48,300","6","2012","동세로"
"경기도 고양덕양구 원흥동","670","0670","0000","계룡리슈빌","75.426","201803","11~20","49,200","7","2012","동세로"
"경기도 고양덕양구 주교동","555","0555","0000","루미아트","84.7624","201803","11~20","27,900","10","2004","원당로125번길"
"경기도 고양덕양구 주교동","563","0563","0000","미도","51.3","201803","21~31","11,000","2","1985","원당로125번길"
"경기도 고양덕양구 주교동","350-1","0350","0001","벽산","59.97","201803","21~31","21,000","5","1999","마상로57번길"
"경기도 고양덕양구 주교동","16-4","0016","0004","산장","54.84","201803","21~31","12,600","4","1986","원당로141번길"
"경기도 고양덕양구 주교동","561-1","0561","0001","삼림(561-1)","47.49","201803","11~20","10,200","4","1987","원당로125번길"
"경기도 고양덕양구 주교동","1633","1633","0000","우인아크리움빌","84.5555","201803","1~10","27,000","19","2005","마상로57번길"
"경기도 고양덕양구 주교동","1633","1633","0000","우인아크리움빌","84.5555","201803","11~20","26,000","16","2005","마상로57번길"
"경기도 고양덕양구 주교동","1633","1633","0000","우인아크리움빌","84.5555","201803","21~31","27,500","4","2005","마상로57번길"
"경기도 고양덕양구 주교동","1633","1633","0000","우인아크리움빌","84.5555","201803","21~31","27,800","12","2005","마상로57번길"
"경기도 고양덕양구 주교동","1633","1633","0000","우인아크리움빌","84.5555","201803","21~31","27,300","17","2005","마상로57번길"
"경기도 고양덕양구 주교동","569-9","0569","0009","우진(569-9)","53.19","201803","21~31","10,200","3","1985","원당로101번길"
"경기도 고양덕양구 주교동","569-9","0569","0009","우진(569-9)","53.19","201803","21~31","8,900","5","1985","원당로101번길"
"경기도 고양덕양구 주교동","616","0616","0000","장미2","58.77","201803","11~20","13,100","3","1986","마상로134번길"
"경기도 고양덕양구 주교동","563-4","0563","0004","장미3","47.61","201803","11~20","10,000","5","1986","원당로113번길"
"경기도 고양덕양구 주교동","563-4","0563","0004","장미3","47.61","201803","21~31","9,000","5","1986","원당로113번길"
"경기도 고양덕양구 토당동","282-2","0282","0002","금호","84.2","201803","11~20","24,000","5","2000","토당로"
"경기도 고양덕양구 토당동","250","0250","0000","내안애양우","84.59","201803","11~20","31,200","1","2005","토당로"
"경기도 고양덕양구 토당동","250","0250","0000","내안애양우","84.59","201803","21~31","37,000","21","2005","토당로"
"경기도 고양덕양구 토당동","250","0250","0000","내안애양우","84.59","201803","21~31","34,400","18","2005","토당로"
"경기도 고양덕양구 토당동","860","0860","0000","능곡대림","84.69","201803","1~10","35,000","13","1996","토당로32번길"
"경기도 고양덕양구 토당동","352","0352","0000","능곡현대홈타운1","84.5579","201803","1~10","38,500","14","2002","능곡로"
"경기도 고양덕양구 토당동","53-44","0053","0044","능곡현대홈타운2","84.45","201803","1~10","37,900","18","2002","능곡로13번길"
"경기도 고양덕양구 토당동","53-44","0053","0044","능곡현대홈타운2","84.45","201803","11~20","36,500","6","2002","능곡로13번길"
"경기도 고양덕양구 토당동","53-44","0053","0044","능곡현대홈타운2","84.45","201803","11~20","37,300","8","2002","능곡로13번길"
"경기도 고양덕양구 토당동","259","0259","0000","대림2","59.4","201803","1~10","27,700","6","1997","토당로"
"경기도 고양덕양구 토당동","259","0259","0000","대림2","59.4","201803","1~10","26,800","4","1997","토당로"
"경기도 고양덕양구 토당동","428-5","0428","0005","백제1차APT","58.68","201803","1~10","17,900","2","1991","토당로12번길"
"경기도 고양덕양구 토당동","19","0019","0000","별장","58.41","201803","1~10","19,800","5","1985","지도로124번길"
"경기도 고양덕양구 토당동","879","0879","0000","삼윤","84.85","201803","1~10","25,000","3","1991","행당로11번길"
"경기도 고양덕양구 토당동","879","0879","0000","삼윤","84.85","201803","1~10","23,000","2","1991","행당로11번길"
"경기도 고양덕양구 토당동","879","0879","0000","삼윤","84.85","201803","1~10","24,500","5","1991","행당로11번길"
"경기도 고양덕양구 토당동","879","0879","0000","삼윤","68.83","201803","11~20","21,000","4","1991","행당로11번길"
"경기도 고양덕양구 토당동","879","0879","0000","삼윤","68.83","201803","11~20","19,000","9","1991","행당로11번길"
"경기도 고양덕양구 토당동","879","0879","0000","삼윤","68.83","201803","21~31","22,000","11","1991","행당로11번길"
"경기도 고양덕양구 토당동","879","0879","0000","삼윤","84.85","201803","21~31","25,000","5","1991","행당로11번길"
"경기도 고양덕양구 토당동","881-3","0881","0003","윤창주상주상복합","133.98","201803","21~31","34,500","7","1998","행당로33번길"
"경기도 고양덕양구 토당동","99-2","0099","0002","장미APT","39.42","201803","11~20","17,000","3","1988","능곡로45번길"
"경기도 고양덕양구 토당동","880-12","0880","0012","청보APT","114","201803","11~20","31,000","3","1995","행당로33번길"
"경기도 고양덕양구 토당동","880-12","0880","0012","청보APT","114","201803","11~20","34,000","3","1995","행당로33번길"
"경기도 고양덕양구 토당동","853","0853","0000","태웅","76.69","201803","1~10","26,300","4","2005","지도로"
"경기도 고양덕양구 토당동","80","0080","0000","토당동금강KCC","84.37","201803","21~31","33,000","9","2004","토당로162번길"
"경기도 고양덕양구 토당동","342-7","0342","0007","한강능곡역성원상떼빌1단지","84.99","201803","21~31","29,000","6","2008","능곡로13번길"
"경기도 고양덕양구 토당동","347-7","0347","0007","한강능곡역성원상떼빌2차","84.99","201803","11~20","34,250","18","2011","능곡로"
"경기도 고양덕양구 토당동","298","0298","0000","한라비발디","84.8753","201803","1~10","36,000","21","2004","토당로"
"경기도 고양덕양구 토당동","298","0298","0000","한라비발디","84.8753","201803","1~10","34,700","11","2004","토당로"
"경기도 고양덕양구 토당동","298","0298","0000","한라비발디","84.8753","201803","1~10","34,000","2","2004","토당로"
"경기도 고양덕양구 토당동","298","0298","0000","한라비발디","84.8753","201803","11~20","33,800","9","2004","토당로"
"경기도 고양덕양구 토당동","298","0298","0000","한라비발디","84.8753","201803","11~20","34,900","17","2004","토당로"
"경기도 고양덕양구 토당동","251-12","0251","0012","허스맨션","68.76","201803","1~10","22,320","5","1985","지도로103번길"
"경기도 고양덕양구 토당동","251-12","0251","0012","허스맨션","58.32","201803","21~31","24,900","4","1985","토당로"
"경기도 고양덕양구 토당동","251-12","0251","0012","허스맨션","50.78","201803","21~31","21,970","5","1985","토당로"
"경기도 고양덕양구 토당동","251-12","0251","0012","허스맨션","37.28","201803","21~31","14,200","4","1985","토당로"
"경기도 고양덕양구 행신동","621","0621","0000","SK뷰","128.59","201803","11~20","48,500","12","2005","충장로103번길"
"경기도 고양덕양구 행신동","621","0621","0000","SK뷰","84.91","201803","11~20","36,000","3","2005","충장로103번길"
"경기도 고양덕양구 행신동","697","0697","0000","무원마을(기산)","134.91","201803","1~10","42,700","15","1994","무원로"
"경기도 고양덕양구 행신동","769","0769","0000","무원마을(동신)","101.73","201803","1~10","40,000","3","1994","용현로"
"경기도 고양덕양구 행신동","702","0702","0000","무원마을(두산)","84.93","201803","1~10","35,200","2","1994","소원로"
"경기도 고양덕양구 행신동","702","0702","0000","무원마을(두산)","71.55","201803","1~10","32,000","7","1994","소원로"
"경기도 고양덕양구 행신동","702","0702","0000","무원마을(두산)","71.55","201803","1~10","32,900","12","1994","소원로"
"경기도 고양덕양구 행신동","692","0692","0000","무원마을(라이프)","84.99","201803","11~20","34,000","7","1994","무원로"
